kelly_fraction,gamma_target,tail_hedge_trigger,stress_guard_multiple,feed_count,feeds_covered,all_feeds_present,all_tuning_survived,strict_survived_count,profitable_count,all_profitable,worst_total_pnl,median_total_pnl,worst_max_drawdown,median_var_capture,gbm_total_pnl,bates_total_pnl,rough_total_pnl,real_aapl_total_pnl
0.05,0.005,0.2,2.0,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.005,0.2,2.5,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.005,0.3,2.0,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.005,0.3,2.5,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.01,0.2,2.0,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.01,0.2,2.5,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.01,0.3,2.0,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
0.05,0.01,0.3,2.5,4,"gbm,bates,rough,real_aapl",True,True,3,3,False,-1.3885393718983323,6.507235313269746,1.3885393718983323,-0.017906941830480874,-1.3885393718983323,4.035655486390397,8.978815140149095,17.468637158973138
